Gmt time,Open,High,Low,Close,Volume
17.06.2023 00:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 00:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 01:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 01:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 02:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 02:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 03:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 03:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 04:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 04:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 05:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 05:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 06:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 06:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 07:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 07:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 08:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 08:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 09:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 09:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 10:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 10:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 11:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 11:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 12:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 12:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 13:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 13:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 14:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 14:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 15:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 15:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 16:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 16:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 17:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 17:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 18:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 18:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 19:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 19:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 20:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 20:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 21:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 21:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 22:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 22:30:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 23:00:00.000,101.849,101.849,101.849,101.849,0
17.06.2023 23:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 00:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 00:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 01:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 01:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 02:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 02:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 03:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 03:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 04:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 04:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 05:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 05:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 06:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 06:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 07:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 07:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 08:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 08:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 09:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 09:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 10:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 10:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 11:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 11:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 12:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 12:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 13:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 13:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 14:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 14:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 15:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 15:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 16:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 16:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 17:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 17:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 18:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 18:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 19:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 19:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 20:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 20:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 21:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 21:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 22:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 22:30:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 23:00:00.000,101.849,101.849,101.849,101.849,0
18.06.2023 23:30:00.000,101.849,101.849,101.849,101.849,0
19.06.2023 00:00:00.000,101.866,101.872,101.816,101.864,3.516000000000001
19.06.2023 00:30:00.000,101.867,101.935,101.867,101.920,3.3720000000000017
19.06.2023 01:00:00.000,101.922,101.945,101.886,101.918,3.588000000000002
19.06.2023 01:30:00.000,101.920,101.947,101.891,101.926,3.7920000000000016
19.06.2023 02:00:00.000,101.926,101.934,101.899,101.899,2.760000000000001
19.06.2023 02:30:00.000,101.899,101.929,101.894,101.924,2.508000000000001
19.06.2023 03:00:00.000,101.929,101.954,101.923,101.930,2.4360000000000013
19.06.2023 03:30:00.000,101.927,101.934,101.894,101.904,2.9040000000000012
19.06.2023 04:00:00.000,101.905,101.945,101.901,101.911,2.5680000000000014
19.06.2023 04:30:00.000,101.912,101.935,101.894,101.902,2.1720000000000006
19.06.2023 05:00:00.000,101.902,101.930,101.872,101.880,2.3400000000000007
19.06.2023 05:30:00.000,101.877,101.885,101.837,101.868,3.3960000000000012
19.06.2023 06:00:00.000,101.865,101.945,101.861,101.935,4.524000000000002
19.06.2023 06:30:00.000,101.931,101.942,101.905,101.924,3.822000000000002
19.06.2023 07:00:00.000,101.924,101.959,101.903,101.954,6.096
19.06.2023 07:30:00.000,101.951,101.980,101.870,101.936,7.644000000000001
19.06.2023 08:00:00.000,101.939,101.950,101.873,101.887,5.820000000000001
19.06.2023 08:30:00.000,101.887,101.959,101.887,101.948,4.271999999999999
19.06.2023 09:00:00.000,101.949,101.986,101.941,101.969,4.589999999999999
19.06.2023 09:30:00.000,101.972,102.106,101.969,102.098,4.278000000000001
19.06.2023 10:00:00.000,102.100,102.120,102.034,102.046,4.482000000000001
19.06.2023 10:30:00.000,102.049,102.074,102.029,102.045,3.4680000000000013
19.06.2023 11:00:00.000,102.032,102.062,102.014,102.030,3.0720000000000014
19.06.2023 11:30:00.000,102.032,102.036,101.979,102.012,3.7680000000000016
19.06.2023 12:00:00.000,102.014,102.040,101.959,101.990,4.092000000000001
19.06.2023 12:30:00.000,101.989,102.034,101.982,101.994,4.332000000000001
19.06.2023 13:00:00.000,101.996,102.066,101.984,102.035,3.9720000000000018
19.06.2023 13:30:00.000,102.030,102.070,102.010,102.053,4.86
19.06.2023 14:00:00.000,102.042,102.110,102.034,102.065,4.512000000000001
19.06.2023 14:30:00.000,102.068,102.089,102.020,102.047,5.063999999999999
19.06.2023 15:00:00.000,102.053,102.059,102.009,102.028,3.4320000000000013
19.06.2023 15:30:00.000,102.031,102.071,102.016,102.062,2.496000000000001
19.06.2023 16:00:00.000,102.065,102.090,102.034,102.063,2.484000000000001
19.06.2023 16:30:00.000,102.062,102.119,102.059,102.112,2.346000000000001
19.06.2023 17:00:00.000,102.115,102.116,102.091,102.096,1.2600000000000005
19.06.2023 17:30:00.000,102.097,102.106,102.084,102.106,0.9180000000000001
19.06.2023 18:00:00.000,102.100,102.107,102.072,102.092,0.7560000000000001
