Gmt time,Open,High,Low,Close,Volume
17.06.2023 00:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 00:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 01:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 01:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 02:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 02:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 03:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 03:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 04:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 04:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 05:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 05:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 06:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 06:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 07:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 07:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 08:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 08:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 09:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 09:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 10:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 10:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 11:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 11:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 12:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 12:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 13:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 13:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 14:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 14:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 15:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 15:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 16:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 16:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 17:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 17:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 18:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 18:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 19:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 19:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 20:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 20:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 21:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 21:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 22:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 22:30:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 23:00:00.000,1.09376,1.09376,1.09376,1.09376,0
17.06.2023 23:30:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 00:00:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 00:30:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 01:00:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 01:30:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 02:00:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 02:30:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 03:00:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 03:30:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 04:00:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 04:30:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 05:00:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 05:30:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 06:00:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 06:30:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 07:00:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 07:30:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 08:00:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 08:30:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 09:00:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 09:30:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 10:00:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 10:30:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 11:00:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 11:30:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 12:00:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 12:30:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 13:00:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 13:30:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 14:00:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 14:30:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 15:00:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 15:30:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 16:00:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 16:30:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 17:00:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 17:30:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 18:00:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 18:30:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 19:00:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 19:30:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 20:00:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 20:30:00.000,1.09376,1.09376,1.09376,1.09376,0
18.06.2023 21:00:00.000,1.09302,1.09391,1.09301,1.09374,172.22999999999996
18.06.2023 21:30:00.000,1.09374,1.09403,1.09333,1.09392,549.0099999999999
18.06.2023 22:00:00.000,1.09353,1.09429,1.09348,1.09400,1312.8699999999997
18.06.2023 22:30:00.000,1.09400,1.09429,1.09391,1.09425,1315.5400000000002
18.06.2023 23:00:00.000,1.09426,1.09428,1.09398,1.09398,2139.8800000000006
18.06.2023 23:30:00.000,1.09398,1.09408,1.09385,1.09397,2352.33
19.06.2023 00:00:00.000,1.09398,1.09462,1.09395,1.09419,4532.180000000001
19.06.2023 00:30:00.000,1.09418,1.09422,1.09346,1.09367,4074.7999999999993
19.06.2023 01:00:00.000,1.09367,1.09405,1.09335,1.09360,4642.990000000002
19.06.2023 01:30:00.000,1.09361,1.09392,1.09346,1.09366,5795.929999999999
19.06.2023 02:00:00.000,1.09366,1.09402,1.09361,1.09400,3297.33
19.06.2023 02:30:00.000,1.09402,1.09407,1.09363,1.09363,3174.31
19.06.2023 03:00:00.000,1.09363,1.09367,1.09337,1.09360,3304.8200000000006
19.06.2023 03:30:00.000,1.09359,1.09379,1.09341,1.09369,4315.23
19.06.2023 04:00:00.000,1.09369,1.09370,1.09330,1.09351,4179.05
19.06.2023 04:30:00.000,1.09351,1.09354,1.09321,1.09347,4302.03
19.06.2023 05:00:00.000,1.09349,1.09369,1.09317,1.09363,4441.740000000001
19.06.2023 05:30:00.000,1.09364,1.09412,1.09358,1.09401,5496.869999999999
19.06.2023 06:00:00.000,1.09401,1.09402,1.09275,1.09284,8436.279999999999
19.06.2023 06:30:00.000,1.09285,1.09336,1.09283,1.09293,8041.03
19.06.2023 07:00:00.000,1.09295,1.09320,1.09259,1.09277,9617.539999999997
19.06.2023 07:30:00.000,1.09278,1.09374,1.09249,1.09292,8229.08
19.06.2023 08:00:00.000,1.09292,1.09385,1.09289,1.09369,7888.6
19.06.2023 08:30:00.000,1.09368,1.09370,1.09270,1.09294,6835.1900000000005
19.06.2023 09:00:00.000,1.09295,1.09296,1.09238,1.09267,6178.63
19.06.2023 09:30:00.000,1.09266,1.09266,1.09099,1.09106,7685.099999999999
19.06.2023 10:00:00.000,1.09107,1.09167,1.09070,1.09159,5803.09
19.06.2023 10:30:00.000,1.09162,1.09196,1.09150,1.09195,4440.65
19.06.2023 11:00:00.000,1.09196,1.09220,1.09168,1.09209,4665.85
19.06.2023 11:30:00.000,1.09209,1.09273,1.09200,1.09211,4542.369999999999
19.06.2023 12:00:00.000,1.09212,1.09294,1.09194,1.09253,5534.37
19.06.2023 12:30:00.000,1.09252,1.09260,1.09204,1.09258,6328.28
19.06.2023 13:00:00.000,1.09258,1.09260,1.09168,1.09224,6239.990000000001
19.06.2023 13:30:00.000,1.09225,1.09235,1.09170,1.09182,6069.479999999999
19.06.2023 14:00:00.000,1.09183,1.09198,1.09121,1.09191,5889.859999999999
19.06.2023 14:30:00.000,1.09191,1.09262,1.09170,1.09228,7539.669999999999
19.06.2023 15:00:00.000,1.09227,1.09288,1.09219,1.09273,5272.819999999999
19.06.2023 15:30:00.000,1.09272,1.09282,1.09214,1.09218,2752.38
19.06.2023 16:00:00.000,1.09219,1.09261,1.09181,1.09213,2913.44
19.06.2023 16:30:00.000,1.09212,1.09215,1.09157,1.09161,2759.38
19.06.2023 17:00:00.000,1.09162,1.09183,1.09158,1.09181,1600.5700000000002
19.06.2023 17:30:00.000,1.09180,1.09191,1.09173,1.09174,871.6799999999998
19.06.2023 18:00:00.000,1.09173,1.09210,1.09172,1.09180,792.5199999999998
19.06.2023 18:30:00.000,1.09180,1.09196,1.09161,1.09191,584.68
19.06.2023 19:00:00.000,1.09191,1.09198,1.09187,1.09195,388.5400000000001
19.06.2023 19:30:00.000,1.09194,1.09206,1.09182,1.09183,639.0899999999999
19.06.2023 20:00:00.000,1.09184,1.09204,1.09174,1.09199,337.87999999999994
19.06.2023 20:30:00.000,1.09197,1.09223,1.09197,1.09200,659.5099999999999
19.06.2023 21:00:00.000,1.09201,1.09215,1.09189,1.09200,59.95
19.06.2023 21:30:00.000,1.09201,1.09218,1.09192,1.09218,632.0799999999999
19.06.2023 22:00:00.000,1.09206,1.09258,1.09206,1.09249,1305.02
19.06.2023 22:30:00.000,1.09251,1.09261,1.09225,1.09226,1360.9799999999998
19.06.2023 23:00:00.000,1.09225,1.09236,1.09191,1.09191,1640.85
19.06.2023 23:30:00.000,1.09193,1.09246,1.09189,1.09235,1099.0700000000002
20.06.2023 00:00:00.000,1.09234,1.09261,1.09170,1.09187,5271.54
20.06.2023 00:30:00.000,1.09186,1.09203,1.09169,1.09200,4795.01
20.06.2023 01:00:00.000,1.09199,1.09221,1.09158,1.09171,5746.790000000002
20.06.2023 01:30:00.000,1.09170,1.09186,1.09110,1.09131,8690.960000000001
20.06.2023 02:00:00.000,1.09131,1.09181,1.09106,1.09177,7785.989999999999
20.06.2023 02:30:00.000,1.09177,1.09237,1.09171,1.09223,6865.510000000001
20.06.2023 03:00:00.000,1.09221,1.09237,1.09195,1.09206,4816.75
20.06.2023 03:30:00.000,1.09206,1.09231,1.09187,1.09197,2934.2400000000002
20.06.2023 04:00:00.000,1.09197,1.09204,1.09161,1.09190,3353.609999999999
20.06.2023 04:30:00.000,1.09190,1.09190,1.09128,1.09136,5318.070000000001
20.06.2023 05:00:00.000,1.09136,1.09177,1.09116,1.09176,5156.920000000002
20.06.2023 05:30:00.000,1.09176,1.09262,1.09163,1.09262,6041.87
20.06.2023 06:00:00.000,1.09262,1.09321,1.09205,1.09321,9698.320000000002
20.06.2023 06:30:00.000,1.09320,1.09322,1.09195,1.09215,9661.82
20.06.2023 07:00:00.000,1.09215,1.09349,1.09150,1.09330,12503.150000000003
20.06.2023 07:30:00.000,1.09331,1.09461,1.09326,1.09438,11825.57
20.06.2023 08:00:00.000,1.09436,1.09447,1.09361,1.09401,8488.619999999999
20.06.2023 08:30:00.000,1.09402,1.09405,1.09317,1.09378,9880.320000000002
20.06.2023 09:00:00.000,1.09378,1.09399,1.09260,1.09296,9681.8
20.06.2023 09:30:00.000,1.09295,1.09326,1.09227,1.09250,8075.190000000002
20.06.2023 10:00:00.000,1.09250,1.09336,1.09247,1.09307,5974.879999999999
20.06.2023 10:30:00.000,1.09306,1.09342,1.09271,1.09281,8415.67
20.06.2023 11:00:00.000,1.09281,1.09321,1.09255,1.09270,7939.559999999999
20.06.2023 11:30:00.000,1.09270,1.09309,1.09219,1.09287,6611.76
20.06.2023 12:00:00.000,1.09288,1.09357,1.09275,1.09277,10705.26
20.06.2023 12:30:00.000,1.09276,1.09276,1.09121,1.09193,14382.799999999997
20.06.2023 13:00:00.000,1.09192,1.09201,1.09062,1.09138,11577.319999999998
20.06.2023 13:30:00.000,1.09137,1.09245,1.09107,1.09164,20222.489999999998
20.06.2023 14:00:00.000,1.09163,1.09206,1.08999,1.09018,16813.460000000003
20.06.2023 14:30:00.000,1.09017,1.09055,1.08921,1.09013,17503.38
20.06.2023 15:00:00.000,1.09013,1.09095,1.09004,1.09047,12996.100000000002
20.06.2023 15:30:00.000,1.09047,1.09081,1.08996,1.08996,9157.289999999999
20.06.2023 16:00:00.000,1.08996,1.09080,1.08953,1.09079,8455.109999999997
20.06.2023 16:30:00.000,1.09080,1.09161,1.09079,1.09151,6047.629999999999
20.06.2023 17:00:00.000,1.09149,1.09168,1.09120,1.09155,4892.860000000001
20.06.2023 17:30:00.000,1.09155,1.09167,1.09121,1.09152,3977.37
20.06.2023 18:00:00.000,1.09154,1.09164,1.09114,1.09157,4142.76
